label,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
pause,0.3193075358867645,0.6545051336288452,3.5364811878935143e-07,0.3622570037841797,0.6262381672859192,-0.026232900097966194,0.3953399956226349,0.5794984102249146,-0.04038286581635475,0.413411021232605,0.5357758402824402,-0.05210934951901436,0.43138980865478516,0.4992212951183319,-0.06390310823917389,0.3523063659667969,0.4941399395465851,-0.028951188549399376,0.3593747615814209,0.42976629734039307,-0.04736790433526039,0.3611864745616913,0.388168603181839,-0.061437562108039856,0.3617321848869324,0.35246267914772034,-0.07178548723459244,0.3179280161857605,0.49214470386505127,-0.029329024255275726,0.3083357810974121,0.418850839138031,-0.04685461148619652,0.30316001176834106,0.3716164827346802,-0.06098629906773567,0.29874053597450256,0.33269381523132324,-0.07093831896781921,0.2882835865020752,0.5079551339149475,-0.0323682464659214,0.2742607295513153,0.4387696087360382,-0.050566792488098145,0.26751017570495605,0.3929201066493988,-0.06346146017313004,0.26317715644836426,0.3529788851737976,-0.07183749228715897,0.2622406780719757,0.5378744602203369,-0.03737474977970123,0.2420094758272171,0.49010202288627625,-0.05564934015274048,0.23045089840888977,0.4567483365535736,-0.06493598222732544,0.22189542651176453,0.42373108863830566,-0.07015100866556168
pause,0.3196926712989807,0.65314781665802,3.7598530866489455e-07,0.36307480931282043,0.6225480437278748,-0.02572736330330372,0.39711689949035645,0.577238142490387,-0.039725013077259064,0.4164971113204956,0.5346199870109558,-0.05160956457257271,0.4353698790073395,0.4988175928592682,-0.06375522166490555,0.35242199897766113,0.4933643341064453,-0.027615180239081383,0.35996517539024353,0.4295657277107239,-0.0454215370118618,0.361686646938324,0.3890626132488251,-0.059055037796497345,0.36186400055885315,0.3532800078392029,-0.06895577162504196,0.3187766373157501,0.4912421703338623,-0.02801801636815071,0.31052806973457336,0.41691696643829346,-0.0442749485373497,0.30425307154655457,0.3700248599052429,-0.05784844979643822,0.2982776165008545,0.3317638635635376,-0.0677621141076088,0.2896033525466919,0.5063810348510742,-0.03106975182890892,0.27766263484954834,0.437747597694397,-0.04750918224453926,0.2706068456172943,0.39199864864349365,-0.059207938611507416,0.2658108174800873,0.3521551191806793,-0.06718169152736664,0.2632654309272766,0.5347967147827148,-0.03627011179924011,0.24400821328163147,0.4876919090747833,-0.052465829998254776,0.23322249948978424,0.4538309574127197,-0.06036446616053581,0.22574907541275024,0.42018553614616394,-0.06501994282007217
pause,0.31960633397102356,0.6530007123947144,3.756219939532457e-07,0.36248981952667236,0.6225709915161133,-0.025369402021169662,0.3961709439754486,0.5770778656005859,-0.039326369762420654,0.4171048104763031,0.5349729061126709,-0.05131220072507858,0.4361160397529602,0.4989578127861023,-0.06362392753362656,0.3523050546646118,0.49304062128067017,-0.02771674655377865,0.3600837290287018,0.4293699264526367,-0.045899245887994766,0.36207646131515503,0.3891223967075348,-0.05982435494661331,0.3626164197921753,0.3530433475971222,-0.07000873982906342,0.3183954656124115,0.4905703365802765,-0.028479304164648056,0.3104742169380188,0.4168766438961029,-0.04505452886223793,0.3049561381340027,0.37057894468307495,-0.05877675116062164,0.29992666840553284,0.3321443200111389,-0.06884682178497314,0.28914254903793335,0.5059120059013367,-0.03188319876790047,0.27625760436058044,0.4382309317588806,-0.048607200384140015,0.2691565454006195,0.3921894431114197,-0.060360439121723175,0.26463794708251953,0.35105884075164795,-0.06849803775548935,0.2630271017551422,0.5350133180618286,-0.03742378205060959,0.24316968023777008,0.4885473847389221,-0.0537324994802475,0.23271678388118744,0.45440900325775146,-0.061686914414167404,0.22605285048484802,0.41981834173202515,-0.06653168797492981
pause,0.3187304437160492,0.6527859568595886,3.77075707547192e-07,0.3619833290576935,0.6223011612892151,-0.02606775239109993,0.3958227038383484,0.5767467021942139,-0.040372949093580246,0.41627681255340576,0.5340864658355713,-0.05252441391348839,0.43511807918548584,0.49753275513648987,-0.06496579945087433,0.3516814410686493,0.4930289685726166,-0.028709927573800087,0.35956722497940063,0.42931264638900757,-0.04701188951730728,0.36154091358184814,0.3888111114501953,-0.06108316034078598,0.3620448708534241,0.3524223566055298,-0.07139177620410919,0.317783921957016,0.49021026492118835,-0.02905954048037529,0.31005704402923584,0.4165411591529846,-0.045643653720617294,0.304332971572876,0.3702540993690491,-0.05943012237548828,0.299125075340271,0.3319033086299896,-0.06961740553379059,0.2885967791080475,0.505166232585907,-0.03204793110489845,0.2759777009487152,0.4373648464679718,-0.048723574727773666,0.2687641978263855,0.3916201591491699,-0.06056533008813858,0.2641645073890686,0.3511263132095337,-0.06882163882255554,0.26247459650039673,0.5337894558906555,-0.0372154638171196,0.2424454689025879,0.48723652958869934,-0.053508926182985306,0.23171934485435486,0.4534280300140381,-0.061571549624204636,0.2248275876045227,0.41943544149398804,-0.06651865690946579
pause,0.3185163736343384,0.653151273727417,3.7669491348424344e-07,0.3618864417076111,0.6228964328765869,-0.02655906230211258,0.39557787775993347,0.5774950981140137,-0.04108262434601784,0.4160459637641907,0.5347583293914795,-0.05337318778038025,0.4350055158138275,0.4978511333465576,-0.06589798629283905,0.35167238116264343,0.49303409457206726,-0.02894478850066662,0.3594740331172943,0.4293883144855499,-0.04739809408783913,0.3613823652267456,0.38885608315467834,-0.06160201504826546,0.3618566393852234,0.3524633049964905,-0.07201334834098816,0.317799836397171,0.4900975227355957,-0.02912105619907379,0.3098281919956207,0.41647738218307495,-0.04588063806295395,0.3039981722831726,0.37015068531036377,-0.059795066714286804,0.2986730933189392,0.33172833919525146,-0.07004576921463013,0.28863173723220825,0.5050798654556274,-0.03199109807610512,0.27607810497283936,0.4372961223125458,-0.04882924258708954,0.26875972747802734,0.39154404401779175,-0.06071596220135689,0.2639511525630951,0.35087698698043823,-0.06897430121898651,0.2626054883003235,0.5337595343589783,-0.03708307445049286,0.24271950125694275,0.4874153137207031,-0.05351433902978897,0.23202189803123474,0.4535650908946991,-0.06160936877131462,0.2250245213508606,0.4195585548877716,-0.06654785573482513
pause,0.3176248073577881,0.6533938050270081,3.783650015520834e-07,0.3612329363822937,0.623548150062561,-0.027059143409132957,0.3948112726211548,0.5776488184928894,-0.04157381132245064,0.41493162512779236,0.5344382524490356,-0.053816553205251694,0.43424755334854126,0.4971361458301544,-0.06622224301099777,0.3510853350162506,0.49235084652900696,-0.028531556949019432,0.3586995303630829,0.4282976984977722,-0.046795278787612915,0.3607802987098694,0.3876992464065552,-0.06086651235818863,0.36145928502082825,0.3513876795768738,-0.07119186967611313,0.3173755705356598,0.4892987608909607,-0.02841668389737606,0.30963772535324097,0.41566726565361023,-0.0448915995657444,0.3038495182991028,0.3694395422935486,-0.05864282697439194,0.2986047565937042,0.33149588108062744,-0.06879434734582901,0.288295179605484,0.5042306184768677,-0.031132619827985764,0.2759222686290741,0.43657270073890686,-0.04780568554997444,0.2684403657913208,0.39114850759506226,-0.059665460139513016,0.2635590434074402,0.35078245401382446,-0.06793014705181122,0.26219403743743896,0.533003568649292,-0.03614821657538414,0.24240240454673767,0.4867866039276123,-0.05256364494562149,0.23156827688217163,0.4531587064266205,-0.0607873871922493,0.22435350716114044,0.4191608428955078,-0.06583739817142487
pause,0.3175552189350128,0.6530662775039673,3.7514064388233237e-07,0.3611006736755371,0.6237869262695312,-0.027647456154227257,0.3947291970252991,0.5779323577880859,-0.04245644062757492,0.4148520231246948,0.5347044467926025,-0.05487069860100746,0.4343399405479431,0.4974823594093323,-0.06742493808269501,0.3513510227203369,0.492434561252594,-0.029388781636953354,0.3589574694633484,0.4284980595111847,-0.047870539128780365,0.3609904646873474,0.38802647590637207,-0.06205601245164871,0.3615666925907135,0.35164326429367065,-0.07250367105007172,0.31749439239501953,0.489307165145874,-0.029117008671164513,0.3097550570964813,0.415747731924057,-0.04584259167313576,0.3039873540401459,0.3696080446243286,-0.059702444821596146,0.2986812889575958,0.33148810267448425,-0.06996390968561172,0.2882721424102783,0.5043512582778931,-0.03171297907829285,0.27607065439224243,0.4369238615036011,-0.04863724857568741,0.26879948377609253,0.39130979776382446,-0.06070617958903313,0.26395535469055176,0.3504713475704193,-0.06914254277944565,0.26204684376716614,0.5331751108169556,-0.036651842296123505,0.24265240132808685,0.4870874583721161,-0.05331039801239967,0.23180952668190002,0.45340779423713684,-0.061760444194078445,0.22434651851654053,0.41921740770339966,-0.06701509654521942
pause,0.3179003596305847,0.652565598487854,3.644429682481132e-07,0.36151984333992004,0.6225224137306213,-0.025613320991396904,0.39536693692207336,0.575898289680481,-0.03927869349718094,0.4144550859928131,0.532085120677948,-0.05083043500781059,0.4333687424659729,0.4958761930465698,-0.06254921853542328,0.350965291261673,0.4913315176963806,-0.027515258640050888,0.3589174151420593,0.4277650713920593,-0.04522387683391571,0.36105138063430786,0.3872869908809662,-0.05879099667072296,0.36177951097488403,0.35103562474250793,-0.06882493197917938,0.31690970063209534,0.4886133670806885,-0.027823500335216522,0.308747798204422,0.41506269574165344,-0.043870288878679276,0.3032791316509247,0.36887478828430176,-0.057104431092739105,0.2984352111816406,0.3304786682128906,-0.06689300388097763,0.28785058856010437,0.5037712454795837,-0.030777834355831146,0.2752143144607544,0.4358994960784912,-0.047199398279190063,0.26782330870628357,0.3906114101409912,-0.058761220425367355,0.2629038393497467,0.350151926279068,-0.0667615681886673,0.2622021436691284,0.5328140258789062,-0.03588663414120674,0.24248984456062317,0.486343652009964,-0.05220036581158638,0.23129519820213318,0.45312654972076416,-0.06028011068701744,0.22335922718048096,0.4195835292339325,-0.06515470147132874
pause,0.3170599937438965,0.6542924642562866,3.5622764471554547e-07,0.3605251610279083,0.6246026158332825,-0.025033583864569664,0.3943185806274414,0.5772030353546143,-0.03862234577536583,0.41478022933006287,0.5329299569129944,-0.05003785714507103,0.43277251720428467,0.4955442249774933,-0.061650071293115616,0.35067179799079895,0.4932393431663513,-0.028406206518411636,0.3589168190956116,0.4298672080039978,-0.04662935063242912,0.361174076795578,0.38906002044677734,-0.06039619818329811,0.36175307631492615,0.3526216745376587,-0.07054426521062851,0.316439151763916,0.49036699533462524,-0.029241446405649185,0.3076414167881012,0.4156546890735626,-0.04581565037369728,0.3024464249610901,0.3694368302822113,-0.058926064521074295,0.29751431941986084,0.3305783271789551,-0.06856094300746918,0.2871459722518921,0.5059342980384827,-0.032633427530527115,0.2742142975330353,0.4382448196411133,-0.049489736557006836,0.26766660809516907,0.39240050315856934,-0.06085297465324402,0.26288193464279175,0.3508571684360504,-0.06866303831338882,0.26140812039375305,0.5354555249214172,-0.038090780377388,0.24168413877487183,0.48862746357917786,-0.054639872163534164,0.23061196506023407,0.4551726281642914,-0.062494706362485886,0.22225046157836914,0.42131543159484863,-0.06720450520515442
pause,0.3161833584308624,0.6546415090560913,3.557663319497806e-07,0.35986244678497314,0.6247743964195251,-0.02520141564309597,0.394345223903656,0.5773975253105164,-0.03893198072910309,0.4147582948207855,0.5332554578781128,-0.05048420652747154,0.43282684683799744,0.4958060085773468,-0.06224370375275612,0.3505007028579712,0.49314388632774353,-0.028683098033070564,0.3588712215423584,0.4299114942550659,-0.04699137061834335,0.36117905378341675,0.3891150653362274,-0.060852520167827606,0.36182108521461487,0.35256117582321167,-0.07106997817754745,0.3162792921066284,0.4900982081890106,-0.029457533732056618,0.3075830638408661,0.41577327251434326,-0.04605729132890701,0.3023034930229187,0.36958593130111694,-0.05926327034831047,0.2973000407218933,0.3306945562362671,-0.06900796294212341,0.28694528341293335,0.5055328607559204,-0.032785870134830475,0.27414488792419434,0.43795716762542725,-0.04964090883731842,0.2674875259399414,0.39228755235671997,-0.06106898561120033,0.262597918510437,0.35081467032432556,-0.06896419823169708,0.26122748851776123,0.5350465178489685,-0.0381942018866539,0.24154916405677795,0.4885256886482239,-0.054734375327825546,0.23031720519065857,0.4553554058074951,-0.06260272860527039,0.2217719554901123,0.42183148860931396,-0.06733408570289612
